Restaurant,Review,Rating,Label
Cascade - Radisson Hyderabad Hitec City,I had been here twice in the last 2 weeks with my teams The food served was good Things which I liked Number of starters and deserts are good Food taste is good and medium spicy Offers different varieties of parathas Pizzas were served hot on table on request Pastas and fresh fries tasted good Things which I did not like Veg and non veg items are clubbed every where and there is no demarcation So need to be very careful Buttermilk served was very bland and can be improved Items were not hot most of the time Service was bad They missed the pizzas ordered and had to be reminded again Mint chutney tasted bad,4.0,2
Prism Club & Kitchen,I would say this was one of the best clubs I have visited in India Lights Music and the over all experience was extravaganza Would love to visit this place again soon ,5.0,2
Pista House,Absolutely amazing Had a great dinner with biriyani and kebab Friendly stuffs used to take care of their customers as much as they can Nice,5.0,2
Mohammedia Shawarma,good,5.0,2
KFC,Nice store outlet of KFC Came here for a quick snacks the usual reason why we all go to KFC s I like Zinger burger a lot They now introduced a new krunchy Zinger burger didn t try it as yet Their choices of krushers is good Tried the blue flavoured one Overall its a good store to come with friends and have quality KFC food ,4.0,2
Hyper Local,The experience here was so good The managing staff were really polite to every single person the food was wayyy too good and the ambience was beautiful too Had a lovely experience ,5.0,2
Momos Delight,fall in love with the momos ,5.0,2
AB's - Absolute Barbecues,Friendly people and enjoyed a lot Nice food and good ambience Bahadur rahman and vipal are superb and they served very well We celebrated anniversary,5.0,2
Absolute Sizzlers,Ambiance was good here Veg Sizzlers we ordered are not upto the mark It can be improved more Service was also very slow Over all it s ok for one time visit ,4.0,2
Hyderabad Chefs,good,5.0,2
Al Saba Restaurant,Assum service,5.0,2
Zega - Sheraton Hyderabad Hotel,Been to Zega to celebrate our daughter s Birthday and this place made our day so memorable Each and every food was delicious The taste is pretty authentic The staffs are extremely pleasant and makes you feel comfortable Especially I m very thankful to Rubeena Kin and Alibo they arranged a cake for us at very short time It was a very kind gesture Would recommend this place if you re looking for friendly place ,5.0,2
Cafe Eclat,Terrific experience Amazing place for breakfast brunch Loved the sour dough bread hazelnut latte french toast pan cakes etc One tiny suggestion is for you guys to serve more chocolate and blueberry sauce with the pancakes loved the time spent here ,5.0,2
Zega - Sheraton Hyderabad Hotel,Favorite place A very good place to hangout with a late night bar Staffs here are really amazing helpful an very friendly food are delicious ,5.0,2
Kritunga Restaurant,good,5.0,2
The Indi Grill,The food is excellent The service is also very good Very polite staff and good ambience too The desserts are also very good They celebrate special occassions also on the house ,5.0,2
Desi Bytes,I had visited this outlet on 26 05 18 it is a small open air food court where we can find starters to biryanis I had visited this place to have bihari s famous litti chokka along with masala sweet lime soda The litti chokka is very tasty and tastes same like which i had eaten when i visited patna Over all good place with nice music and very good food ,4.0,2
Tandoori Food Works,Food was awesome,5.0,2
Desi Bytes,good,5.0,2
Tandoori Food Works,Good food and excellent service the quality of the food was fantastic and they served it well for me I am happy with the way they have provide the delicious food,5.0,2
Green Bawarchi Restaurant,good,5.0,2
The Glass Onion,Visited the place on a Saturday We had reservations made for 8pm and reached at around 8 20pm only to receive a disapproving look by the lady and were told that it is difficult to hold a table this long The entrance gave a deserted look and we were thinking why is this female so arrogant Thereafter we got to know the real story as we moved towards the seating area The place was well lit with a posh ambience perfect seating and tranquil yet charming environment Really loved the idea of the hanging plants amidst the lights We ordered Lotus stem galauti kebab kung paw chicken teriyaki mushroom The starters were delicious especially the chicken Beware of the cocktail as you might be in for some surprises Ordered stir fried udon Noodles for main course Although a bit oily it was tasty full of vegetables The dark brownie ordered as desert was mouth watering the taste lingers The staff is courteous and the Vallet very kind and amazing person All in all a good experience ,4.0,2
Gal Punjab Di,pretty ambiance and comfortable seating AC was not functioning properly so it was lil uncomfortable otherwise everything was fine we opted for 599 unlimited menu Gosh it has like so many items that you will get confused what to order Main course was great the butter chicken and mutton were cooked properly and tasted really amazing However the chicken starters were lil salty Service needs a lot of improvement Service is really slow but then the staff is really courteous Should really come back to this place to try some more dishes from the menu as I m sure they will be great ,4.0,2
Biryanis And More,Biryanis and More at Hyderabad is a good food joint which gives you an option to order a lot many other food items apart from biryani Biryani is must to have though i liked all of the food ordered Ordered Biryani in 2 varieties Prawns Fish Food 4 5 Ambience 4 5 Service 4 5 Overall 4 5,4.0,2
Paradise,The taste of the food is good The varieties as well are many They can work on the ambience of the restaurant Service was pretty fast Overall if you are a fan of biryani You can visit it as many times as you can ,5.0,2
Sardarji's Chaats & More,Great place to have good chat Very well made dahi papdi and aalu tikki especially because their dahi tastes very fresh and feels like home made Only order one full paratha for yourself if you re extremely hungry though the filling is great but it is very heavy ,4.0,2
Zing's Northeast Kitchen,Though understaffed this place is really a treat for someone who is not used to North Eastern food I took few of my friends for a treat and ordered multiple items out of which pork ribs and teriyaki chicken turned out to be amazing Keep up the good work ,5.0,2
Pista House,The best biriyani I had ever had I am in love with their biriyani And the amount they serve is awesome The preparation of food is so good The quality is also goid I would recommend you to have biriyani from this place ,4.0,2
Eat India Company,I would like to start that it worth it went for dinner buffet i love the spread of asian and indian dishes which were in the buffet on top of that excellent service by all the polite staff in the restaurant what else could u ask simply amazing friday night ,5.0,2
